NIK_ADIRA,EMPLOYEE_ID,LOAN_NO,NAMA_KARYAWAN,DEPT_NO,KODE_POTONGAN,NAMA_POTONGAN,PERIODE,NOMINAL_TAGIHAN,NOMINAL_TERPOTONG,STATUS_POTONGAN,KETERANGAN,NO_REFERENSI
123456100001,200001,1787392192147,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,606000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787493904739,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,151500.00,,,LMS-PAY-202608-200001
123456100001,200001,1787494057174,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,176750.00,,,LMS-PAY-202608-200001
123456100001,200001,1787528071951,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,116150.00,,,LMS-PAY-202608-200001
123456100001,200001,1787528404466,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,111100.00,,,LMS-PAY-202608-200001
123456100001,200001,1787528915932,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,80800.00,,,LMS-PAY-202608-200001
123456100002,200002,1787532139698,Dwi Larso 100002,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,116150.00,,,LMS-PAY-202608-200002
123456100001,200001,1787537016846,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,81200.00,,,LMS-PAY-202608-200001
123456100001,200001,1787538434453,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,96425.00,,,LMS-PAY-202608-200001
123456100001,200001,1787539241261,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,98000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787541908902,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,94000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787542333058,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,93000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787542724787,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,91000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787543153808,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,89000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787659449187,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,100000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787788527258,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,100000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787813041737,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,80000.00,,,LMS-PAY-202608-200001
123456100001,200001,1787813960088,Nur Kholim,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,75000.00,,,LMS-PAY-202608-200001
BCA-90101,90101,1787111141851,Eko,DEPT01,POT_KOPKARA,Potongan Angsuran Kopkara,2026-08,1010000.00,,,LMS-PAY-202608-90101
